,counts,Fitted
0,19,19.0
1,16,18.99999998807907
2,12,18.850000000596047
3,12,18.507500024408102
4,17,18.182125047029555
5,8,18.123018818519935
6,13,17.616867883554402
7,17,17.38602452513947
8,20,17.36672332272435
9,15,17.498387156588134
10,16,17.373467798758725
11,14,17.304794420741718
12,12,17.139554687783704
13,13,16.882576977236376
14,18,16.68844816413734
15,15,16.75402579169326
16,15,16.666324502108594
17,15,16.583008277003163
18,10,16.503857863153
19,20,16.178664969995353
20,17,16.369731721495583
21,14,16.40124515926266
22,11,16.2811828893786
23,12,16.017123756830596
24,19,15.816267592830924
25,8,15.975454201268448
26,12,15.57668149716549
27,15,15.397847446149072
28,14,15.377955073841617
29,12,15.309057308228606
30,13,15.143604466659033
31,10,15.036424279088868
32,18,14.784603065134423
33,22,14.945372947640488
34,17,15.29810432410032
35,14,15.383199131737161
36,15,15.314039163229374
37,15,15.298337205067904
38,20,15.283420344814509
39,13,15.519249327573784
40,13,15.39328689695788
41,15,15.273622587872772
42,16,15.259941458479133
43,18,15.296944397476105
44,12,15.432097213365086
45,13,15.26049237653869
46,14,15.147467793474542
47,16,15.090094391879886
48,13,15.135589684206819
49,8,15.028810235759265
50,12,14.677369729931765
51,15,14.543501267277035
52,11,14.566326203913183
53,9,14.388009905638452
54,15,14.118609428237923
55,11,14.162678956826026
56,14,14.004545020905653
57,15,14.00431775793944
58,17,14.054101870042468
59,11,14.201396800382202
60,14,14.04132697228402
61,19,14.03926061174889
62,12,14.287297569240517
63,13,14.172932714620348
64,18,14.114286114652117
65,13,14.308571844682298
66,16,14.24314328821097
67,16,14.33098613572135
68,6,14.414436840856212
69,5,13.993715010734329
70,17,13.544029260197611
71,11,13.716827821029588
72,19,13.580986441899038
73,10,13.851937107883156
74,12,13.659340252488997
75,16,13.576373263706405
76,12,13.697554612442012
77,13,13.612676905661768
78,12,13.582043096141467
79,21,13.50294096517625
80,6,13.877793988443011
81,11,13.48390430094179
82,15,13.359709097815628
83,17,13.441723642924845
84,21,13.61963748462046
85,8,13.988655681915011
86,16,13.689222903779724
87,9,13.804761770511666
88,12,13.564523699867475
89,14,13.48629753871596
90,12,13.511982649859231
91,14,13.436383541208127
92,13,13.464564352226791
93,14,13.441336170378237
94,22,13.469269349938395
95,8,13.895805906283332
96,13,13.60101561692963
97,24,13.570964871845934
98,6,14.092416675937352
99,17,13.687795854061413
100,20,13.8534060852002
101,13,14.16073578094019
102,14,14.102699027655966
103,20,14.097564064352238
104,23,14.392685861134625
105,11,14.823051544236035
106,12,14.631898978945161
107,11,14.500304053839761
108,13,14.325288863068701
109,18,14.259024455678052
110,17,14.446073268656935
111,15,14.573769629065946
112,19,14.595081147612648
113,18,14.815327078311086
114,15,14.974560760158317
115,17,14.9758327221504
116,13,15.077041109884737
117,14,14.973189090153287
118,22,14.924529623724693
119,20,15.278303166380315
120,14,15.5143880080613
121,19,15.438668595737305
122,23,15.61673515402951
123,14,15.985898372486176
124,16,15.886603441940938
125,16,15.892273281764819
126,18,15.897659629597506
127,15,16.002776683880416
128,14,15.952637849686395
129,14,15.855005945281146
130,12,15.762255636096159
131,14,15.574142878133207
132,18,15.495435722305617
133,10,15.620663971953123
134,11,15.339630773355466
135,17,15.12264924660862
136,15,15.216516808120048
137,16,15.205690967714045
138,15,15.24540643124927
139,9,15.233136109686805
140,15,14.921479322083858
141,16,14.925405355979665
142,20,14.97913510010161
143,15,15.23017834509653
144,14,15.218669427841702
145,13,15.157735944528687
146,16,15.049849183065039
147,10,15.097356735832715
148,19,14.84248889904108
149,15,15.050364442168096
150,15,15.047846220059691
151,13,15.045453909056706
152,21,14.943181249366656
153,14,15.246022258423897
154,14,15.183721133581773
155,26,15.124535064981755
156,14,15.66830838325824
157,15,15.5848929521744
158,18,15.555648304565679
159,17,15.677865925100182
160,18,15.743972652687031
161,14,15.856774055815466
162,17,15.763935341103762
163,18,15.825738597890432
164,14,15.934451703758697
165,15,15.837729106649832
166,13,15.79584265131734
167,10,15.656050554514259
168,15,15.373248026788545
169,12,15.354585625449117
170,16,15.186856368018518
171,13,15.22751356153852
172,13,15.11613791922438
173,17,15.010331059025948
174,21,15.109814529916507
175,21,15.404323874946256
176,10,15.684107752724517
177,14,15.39990236508829
178,17,15.329907234912945
179,20,15.413411897009155
180,17,15.642741302158697
181,17,15.71060426089262
182,17,15.775074071689845
183,15,15.83632039194721
184,16,15.794504372349849
185,17,15.804779165653285
186,11,15.864540231212478
187,13,15.621313231572783
188,15,15.49024760575693
189,17,15.465735225469082
190,18,15.542448488037484
191,15,15.665326099398396
192,14,15.632059794428475
193,20,15.550456792786122
194,13,15.772933953146815
195,9,15.63428729125226
196,22,15.30257294457104
197,11,15.637444321184345
198,14,15.405572117046056
199,14,15.335293499272824
200,17,15.268528812388253
201,15,15.355102395610697
202,10,15.337347275830162
203,11,15.070479912038653
204,18,14.86695592835765
205,15,15.023608167702553
206,14,15.022427759317425
207,12,14.971306359430624
208,8,14.822741065300951
209,13,14.481604017996368
210,16,14.407523852859336
211,17,14.487147672137297
212,13,14.61279031237229
213,26,14.532150832516463
214,20,15.105543362416212
215,17,15.3502661942954
216,13,15.432752908422488
217,17,15.31111529876415
218,10,15.3955595576678
219,12,15.125781579784409
220,13,14.969492524637046
221,8,14.871017934167979
222,15,14.527467043420044
223,14,14.551093691249042
224,15,14.52353899476566
225,19,14.547362045027377
226,15,14.769993930855078
227,18,14.781494234312323
228,16,14.942419558359493
229,13,14.995298592362447
230,18,14.89553369850711
231,20,15.050757049344542
232,16,15.298219196877314
233,19,15.333308248954376
234,10,15.516642824585727
235,19,15.24081068335644
236,13,15.428770137267689
237,15,15.30733166616709
238,29,15.291965082858736
239,15,15.977366876399515
240,17,15.928498532579539
241,10,15.982073629792419
242,16,15.682969948302798
243,13,15.698821462808587
244,19,15.563880425430943
245,17,15.735686392238467
246,15,15.798902096468401
247,14,15.75895699164498
248,18,15.671009130141803
249,16,15.787458709397498
250,11,15.798085785848551
251,17,15.558181508477052
252,8,15.630272456895057
253,8,15.248758840010767
254,16,14.886320903970693
255,18,14.942004870693086
256,15,15.094904662921218
257,14,15.090159429775156
258,18,15.035651446365469
259,14,15.18386890980998
260,13,15.124675452398552
261,20,15.01844171554141
262,18,15.267519629764339
263,18,15.404143684038909
264,17,15.53393653559975
265,16,15.60723973266162
266,11,15.626877757949467
267,21,15.395533881972922
268,10,15.675757259399848
269,14,15.391969396429856
270,12,15.322370914687433
271,18,15.156252392794919
272,22,15.298439808917959
273,11,15.633517842313918
274,18,15.40184196211915
275,16,15.531749899775978
276,10,15.555162416708107
277,20,15.277404295872701
278,14,15.513534081079065
279,13,15.437857365104183
280,19,15.31596453261176
281,23,15.500166294060243
282,10,15.875157955515371
283,16,15.581400057739602
284,18,15.60233006677355
285,22,15.722213599197659
286,14,16.036102943079634
287,8,15.934297784004722
288,16,15.53758290076495
289,11,15.560703767647631
290,15,15.332668591186177
291,20,15.316035161626868
292,16,15.550233403545525
293,16,15.572721745289176
294,18,15.594085669945645
295,11,15.714381422211149
296,16,15.47866236302152
297,6,15.504729256791373
298,18,15.029492805872733
299,17,15.178018201341883
300,13,15.269117315116647
301,23,15.1556614851236
302,15,15.54787838702556
303,17,15.520484467674281
304,12,15.594460268132424
305,12,15.41473727856766
306,15,15.244000438481134
307,9,15.231800416557077
308,13,14.920210413610615
309,19,14.82419992869287
310,21,15.032989920337297
311,20,15.331340495846005
312,14,15.564773471053703
313,19,15.486534785580089
314,10,15.662208034380155
315,20,15.379097632661146
316,19,15.61014275102809
317,16,15.779635601555755
318,10,15.790653833398896
319,14,15.50112114172895
320,10,15.426065072721572
321,19,15.154761819085493
322,18,15.34702371621029
323,17,15.479672566162561
324,21,15.55568896169629
325,23,15.827904585137048
326,20,16.186509332038337
327,14,16.37718386543642
328,18,16.258324660243673
329,17,16.345408462994275
330,13,16.378138063686418
331,12,16.20923119626488
332,16,15.998769660293494
333,15,15.998831189199748
334,11,15.94888962973976
335,18,15.7014451601737
336,16,15.8163729379278
337,16,15.82555430295234
338,17,15.83427659972565
339,15,15.892562793581224
340,22,15.847934653902161
341,14,16.155537945048913
342,6,16.04776103587554
343,19,15.54537299600269
344,17,15.718104334281627
345,11,15.782199141409402
346,14,15.54308919625986
347,14,15.465934724525937
348,16,15.39263797637871
349,24,15.423006089480703
350,19,15.851855832690383
351,10,16.009263029134935
352,19,15.708799877678187
353,16,15.873359871873348
354,19,15.879691890200608
355,11,16.035707283769646
356,10,15.783921931502093
357,8,15.494725834926987
358,13,15.119989549141101
359,12,15.013990107446832
360,17,14.863290625916347
361,16,14.970126118462387
362,17,15.021619824460196
363,14,15.120538857079042
364,13,15.06451190230416
365,17,14.961286342951738
366,16,15.063222049646008
367,17,15.110060959084636
368,14,15.204557934972263
369,13,15.14433002630272
370,13,15.03711356075037
371,11,14.935257918475639
372,17,14.738495034472786
373,18,14.851570306591004
374,15,15.00899182702424
375,17,15.008542235673026
376,13,15.108115147731231
377,16,15.002709426107456
378,16,15.052573966723012
379,6,15.09994528030779
380,17,14.644948028213328
381,18,14.762700650644518
382,19,14.924565653875078
383,16,15.128337359260394
384,13,15.171920503218303
385,15,15.063324513820174
386,17,15.060158288129164
387,21,15.157150397564564
388,10,15.449292949211909
389,21,15.176828301751312
390,16,15.46798695818932
391,13,15.494587622200783
392,21,15.36985827685353
393,18,15.651365434536427
394,22,15.768797198572392
395,14,16.08035736248563
396,16,15.976339482440418
397,13,15.977522520239326
398,14,15.828646429990146
399,13,15.737214096569708
400,16,15.60035342750401
401,10,15.620335768049737
402,14,15.339318979647249
403,14,15.272353018743956
404,14,15.208735355885828
405,14,15.148298576170607
406,14,15.090883635441147
407,20,15.03633944174816
408,8,15.28452246966075
409,19,14.920296352138177
410,16,15.124281522610339
411,15,15.16806745840075
412,8,15.159664085480713
413,21,14.80168088716714
414,19,15.111596914334356
415,13,15.306017056696708
416,16,15.19071623962466
417,18,15.231180439564355
418,18,15.369621453348923
419,15,15.501140416444263
420,17,15.47608339562205
421,14,15.552279249682805
422,15,15.474665275277735
423,7,15.450932011513848
424,12,15.02838540497769
425,10,14.876966158570664
426,15,14.63311785064213
427,17,14.651461958110023
428,15,14.76888888404638
429,21,14.78044443984406
430,13,15.09142228937743
431,17,14.986851210671345
432,11,15.087508673979634
433,20,14.883133252201581
434,16,15.138976589591502
435,14,15.182027772032855
436,20,15.122926371510284
437,20,15.366780052934768
438,15,15.598441050288029
439,7,15.568518997773626
440,11,15.14009304192448
441,21,14.933088401749185
442,16,15.236434053187299
443,8,15.274612362448863
444,17,14.910881750286883
445,9,15.015337686614396
446,18,14.714570820165068
447,13,14.878842314919602
448,17,14.784900234936408
449,15,14.895655247031446
450,17,14.900872484679873
451,19,15.005828884287736
452,14,15.20553742815242
453,7,15.14526054482387
454,16,14.737997511622211
455,12,14.80109764796203
456,15,14.661042789405785
457,14,14.677990649935495
458,23,14.644091105517791
459,10,15.061886526400043
460,18,14.80879220008004
461,21,14.968352625838824
462,12,15.269935066072456
463,18,15.10643833661069
464,19,15.251116455542942
465,13,15.438560620844864
466,14,15.316632625565408
467,13,15.250800982366208
468,17,15.138260969010684
469,17,15.231347944402007
470,13,15.319780571023763
471,5,15.20379157823536
472,14,14.693601999323592
473,19,14.658921887436483
474,12,14.87597578114373
475,9,14.7321770159284
476,15,14.445568183013373
477,9,14.473289773862703
478,21,14.199625303050961
479,14,14.539644109423987
480,18,14.512661892031858
481,19,14.68702883319305
482,11,14.902677379612468
483,10,14.707543522552774
484,16,14.472166346425134
485,22,14.548558041024805
486,16,14.921130162815421
487,19,14.975073666595579
488,18,15.17631997134487
489,13,15.317504008540414
490,11,15.201628843876179
491,10,14.991547413603298
492,16,14.741970042923132
493,13,14.804871552697904
494,15,14.714628010825795
495,18,14.728896610284504
496,12,14.892451815533066
497,12,14.74782924859827
498,17,14.610437810010215
499,12,14.72991594335156
500,15,14.59342017002584
501,16,14.613749161524549
502,25,14.68306171536925
503,23,15.198908629600787
504,23,15.58896317427889
505,18,15.959514991723086
506,8,16.06153927789972
507,13,15.658462319965198
508,17,15.525539239729724
509,13,15.599262301585096
510,18,15.469299222268628
511,15,15.595834296917984
512,12,15.566042582072084
513,13,15.387740476810338
514,12,15.268353488732608
515,15,15.104935838137834
516,11,15.099689046230942
517,17,14.894704605840323
518,10,14.999969399390164
519,12,14.749970929420655
520,17,14.612472406791479
521,18,14.731848810293762
522,11,14.89525640554186
523,15,14.700493597185694
524,11,14.71546891732641
525,16,14.529695483381017
526,13,14.603210721132895
527,14,14.523050220839036
528,20,14.496897697876154
529,18,14.772052812982345
530,19,14.933450208096014
531,9,15.136777685770284
532,16,14.829938819363162
533,15,14.888441890315933
534,12,14.894019795800135
535,13,14.749318829851985
536,17,14.661852924122172
537,8,14.77876030175792
538,12,14.439822292630488
539,8,14.317831201840821
540,13,14.001939647709245
541,11,13.95184270108657
542,14,13.80425057795317
543,18,13.814038037134582
544,19,14.023336171040638
545,13,14.272169350567676
546,21,14.208560918802078
547,13,14.548132944387547
548,20,14.470726332930955
549,21,14.747190016284407
550,14,15.059830586995758
551,12,15.006839045725041
552,19,14.856497117280647
553,10,15.063672249495685
554,17,14.8104886370209
555,17,14.919964229011711
556,19,15.023966041402982
557,10,15.222767727411904
558,17,14.961629341041307
559,8,15.0635478978311
560,13,14.71037050890001
561,19,14.624852019217796
562,10,14.843609406335977
563,11,14.601428936019177
564,9,14.421357501139147
565,18,14.150289643963582
566,15,14.342775197528189
567,15,14.375636437651778
568,14,14.406854615769188
569,14,14.3865118730598
570,14,14.367186267485879
571,11,14.348826942190655
572,14,14.181385607002051
573,14,14.172316314731018
574,24,14.163700487073537
575,9,14.655515510403577
576,13,14.37273975276479
577,19,14.304102800889337
578,24,14.53889764892394
579,8,15.011952814161459
580,11,14.66135517941385
581,19,14.478287432364086
582,14,14.704373048824952
583,20,14.669154384462775
584,17,14.935696665239636
585,19,15.038911855819512
586,11,15.236966251107606
587,20,15.025117950473154
588,16,15.273862052949497
589,15,15.31016896222295
590,15,15.2946605141118
591,17,15.27992748840621
592,16,15.365931137827758
593,16,15.397634592857298
594,12,15.427752875135361
595,20,15.25636525522045
596,11,15.493546992459427
597,15,15.268869654757383
598,19,15.255426172019513
599,17,15.442654851497608
600,18,15.520522132764585
601,14,15.644496061889141
602,13,15.562271246873754
603,21,15.434157720292852
604,11,15.712449905803782
605,15,15.476827422434521
606,9,15.452986051312795
607,17,15.130336766628549
608,19,15.223819952138978
609,14,15.4126289426111
610,16,15.341997483559615
611,16,15.374897621302562
612,12,15.406152752158363
613,12,15.235845138392301
614,20,15.074052905314543
615,9,15.320350260048816
616,21,15.004332764927767
617,13,15.304116198206952
618,19,15.18891042405939
619,19,15.379464890935491
620,17,15.560491634467787
621,12,15.632467076586256
622,11,15.4508437465988
623,15,15.228301571189787
624,13,15.216886492630296
625,14,15.106042203761568
626,12,15.05074008165256
627,15,14.89820310141179
628,15,14.9032929463412
629,8,14.908128299024138
630,18,14.562721890033396
631,15,14.734585831294513
632,13,14.747856539729787
633,12,14.660463748506084
634,16,14.527440584922637
635,20,14.601068567597434
636,13,14.871015139217562
637,18,14.77746441801947
638,17,14.938591232881283
639,13,15.041661695079076
640,13,14.93957864608791
641,14,14.8425997495463
642,18,14.800469750148055
643,18,14.960446298403438
644,15,15.112424019246053
645,11,15.10680281828375
646,15,14.901462689290492
647,15,14.906389554825967
648,14,14.911070077084668
649,12,14.865516561309505
650,16,14.722240757085887
651,17,14.786128731152521
652,14,14.896822318436753
653,20,14.851981190593985
654,14,15.109382131064285
655,11,15.05391301259014
656,16,14.851217373881562
657,17,14.908656517108412
658,13,15.013223715094849
659,21,14.912562565102894
660,15,15.216934508373322
661,13,15.206087782954656
662,17,15.095783429569709
663,16,15.190994281933081
664,8,15.231444579757355
665,20,14.869872356729951
666,8,15.126378738893454
667,19,14.770059807909245
668,12,14.981556805592854
669,13,14.832478989155069
670,13,14.740855075460102
671,15,14.653812357449883
672,14,14.671121739577389
673,12,14.63756564067759
674,12,14.505687382485567
675,22,14.380403037203145
676,15,14.761382909184844
677,16,14.773313763725602
678,15,14.83464808746025
679,16,14.842915683087236
680,16,14.900769910853803
681,22,14.955731427232042
682,16,15.307944879712297
683,21,15.34254764764761
684,12,15.625420336790803
685,22,15.44414934379312
686,17,15.77194190044532
687,15,15.833344829264911
688,14,15.791677587801665
689,14,15.702093696490651
690,13,15.616988999745189
691,11,15.486139585520716
692,16,15.261832618165608
693,10,15.298740999178255
694,15,15.033803949219342
695,17,15.032113751758374
696,14,15.130508088012313
697,16,15.073982671690768
698,17,15.120283550027159
699,28,15.214269396367659
700,8,15.853555902707416
701,12,15.460878113532509
702,17,15.28783423169774
703,20,15.373442543954711
704,16,15.604770416756976
705,14,15.624531907840055
706,10,15.543305300527123
707,16,15.266140035500767
708,16,15.302833045646656
709,9,15.337691405285252
710,7,15.020806852902382
711,11,14.619766504296798
712,23,14.438778191002887
713,17,14.866839257610884
714,21,14.973497318572198
715,20,15.274822524169162
716,24,15.511081397960703
717,10,15.935527375746384
718,16,15.638751006959064
719,9,15.65681346853204
720,11,15.323972812986831
721,13,15.107774184258417
722,20,15.002385510808283
723,22,15.252266235267868
724,13,15.589652947346332
725,18,15.460170335741802
726,16,15.587161854717499
727,9,15.607803773902551
728,19,15.277413603088817
729,10,15.463542911013446
730,13,15.190365765462774
731,20,15.080847512952422
732,17,15.3268051373048
733,17,15.410464904281417
734,14,15.489941682909203
735,15,15.415444586842813
736,14,15.394672357500673
737,14,15.324938727704708
738,24,15.258691779398543
739,18,15.69575723811233
740,25,15.8109694119695
741,11,16.270420941371025
742,13,16.006899906223403
743,12,15.856554946675018
744,14,15.663727223183125
745,18,15.58054085010304
746,19,15.701513843360674
747,12,15.866438139271711
748,21,15.673116256149983
749,19,15.939460514868058
750,11,16.092487477203726
751,11,15.837863115264467
752,14,15.595969971422171
753,18,15.516171460930133
754,18,15.640362923646412
755,20,15.758344813226877
756,9,15.970427572565532
757,21,15.621906211818647
758,15,15.890810972753288
759,27,15.846270424115623
760,15,16.403956926751697
761,22,16.33375908041411
762,14,16.61707115023526
763,27,16.486217580802567
764,20,17.011906725604298
765,13,17.161311389324084
766,21,16.953245855620665
767,13,17.155583634365204
768,13,16.94780448840973
769,16,16.75041429975203
770,12,16.712893596685355
771,12,16.477248940692945
772,13,16.253386517500154
773,12,16.090717227387934
774,15,15.886181389860395
775,18,15.841872320367374
776,15,15.94977874011179
777,13,15.9022898031062
778,13,15.757175348713677
779,15,15.619316617040779
780,10,15.58835078618874
781,15,15.3089332468793
782,13,15.293486584535335
783,12,15.178812291071354
784,10,15.019871700359644
785,10,14.76887811534166
786,13,14.530434209574578
787,7,14.453912534858635
788,9,14.081216902155237
789,10,13.827156074928869
790,13,13.635798271182425
791,26,13.60400839338609
792,12,14.22380804524236
793,16,14.112617666822098
794,13,14.20698679540192
795,14,14.14663749139461
796,19,14.139305604903951
797,21,14.382340312737824
798,21,14.713223368626506
799,13,15.027562271720754
800,11,14.926184193897502
801,11,14.729874996123556
802,8,14.543381258238306
803,21,14.216212201286854
804,14,14.555401662748086
805,18,14.527631567689753
806,10,14.70125002506805
807,11,14.466187523814648
808,26,14.292878159544845
809,10,14.878234323093176
810,13,14.634322606938516
811,23,14.552606512354377
812,15,14.9749761628948
813,16,14.976227354750058
814,15,15.027415998933483
815,15,15.026045198986807
816,11,15.024742939037466
817,13,14.82350580400652
818,19,14.732330549568982
819,17,14.945714010169603
820,10,15.04842833350298
821,14,14.79600691682783
822,13,14.75620655906551
823,16,14.66839626687502
824,17,14.734976465452197
825,10,14.848227666021444
826,16,14.60581628272037
827,18,14.67552548050528
828,16,14.841749242242802
829,19,14.89966179205159
830,19,15.10467869052808
831,19,15.299444744080747
832,15,15.48447249495578
833,12,15.46024887020799
834,20,15.287236450539448
835,20,15.522874628012474
836,19,15.746730896611849
837,19,15.909394339860327
838,22,16.06392461094638
839,14,16.360728404240916
840,22,16.24269197210794
841,17,16.530557397344403
842,8,16.55402955131904
843,12,16.126328079713552
844,20,15.920011699569732
845,23,16.124011114591244
846,13,16.467810535019822
847,20,16.294420044031618
848,20,16.479699041830038
849,13,16.655714089738538
850,14,16.472928421014398
851,13,16.349281988042748
852,10,16.181817924403397
853,15,15.872727028183226
854,24,15.829090676774063
855,10,16.237636190619074
856,23,15.92575438108812
857,20,16.279466638191856
858,15,16.465493306282262
859,16,16.392218640968146
860,28,16.37260772084067
861,15,16.953977310956777
862,16,16.856278445408936
863,10,16.813464535059417
864,16,16.472791308306448
865,15,16.449151754812053
866,14,16.37669416707145
867,11,16.257859446796946
868,15,15.994966486378027
869,9,15.945218162059126
870,14,15.597957271837561
871,10,15.518059396324754
872,15,15.242156426508515
873,10,15.23004860518309
874,11,14.968546174923935
875,13,14.770118878098666
876,11,14.681612969956518
877,9,14.49753233337962
878,15,14.222655734592033
879,12,14.261522947862431
880,6,14.148446824311167
881,12,13.741024495016537
882,16,13.653973294107567
883,15,13.771274641323117
884,13,13.83271090925696
885,17,13.791075399556899
886,12,13.951521653420912
887,14,13.853945594591723
888,15,13.861248302941208
889,16,13.918185887794147
890,18,14.022276605325368
891,16,14.221162810821886
892,16,14.31010468220172
893,9,14.394599460012563
894,11,14.124869504893327
895,17,13.968626041569589
896,17,14.120194763332966
897,18,14.264185049008175
898,18,14.450975832320552
899,16,14.628427076467311
900,10,14.697005734564874
901,17,14.46215544783663
902,12,14.589047699286654
903,16,14.45959533816418
904,15,14.536615583176898
905,7,14.559784804018053
906,18,14.181795557856685
907,11,14.372705815726636
908,15,14.204070536861233
909,14,14.243867010018171
910,16,14.231673647596333
911,13,14.320089977137444
912,18,14.254085514043359
913,21,14.441381274103977
914,23,14.769312281924352
915,22,15.180846643986275
916,12,15.521804335628818
917,11,15.345714142689236
918,14,15.128428447475702
919,11,15.072007013180988
920,19,14.868406674442866
921,21,15.074986328799794
922,9,15.371237083885378
923,19,15.052675247572502
924,14,15.250041473272947
925,19,15.187539387688371
926,21,15.378162406383023
927,16,15.659254357589445
928,12,15.676291651630901
929,15,15.492477092891214
930,17,15.467853238246652
931,22,15.544460600176176
932,16,15.867237594009225
933,24,15.873875726229691
934,11,16.28018198760192
935,14,16.016172900142752
936,12,15.915364243214684
937,17,15.719596054895808
938,23,15.783616275992875
939,14,16.144435438351373
940,16,16.037213654512875
941,13,16.035352983708158
942,14,15.883585370285536
943,11,15.78940608985033
944,14,15.54993579727874
945,17,15.472438995493874
946,21,15.548817069561037
947,20,15.821376287608558
948,20,16.030307473228127
949,11,16.228792099566718
950,13,15.967352506509311
951,13,15.818984916946631
952,15,15.678035706862085
953,21,15.64413392151898
954,14,15.911927296968605
955,14,15.816330920199245
956,22,15.725514362268354
957,13,16.03923866799679
958,13,15.887276770359739
959,14,15.742912967604537
960,21,15.65576730730338
961,25,15.922979013463785
962,18,16.376830062790596
963,12,16.457988595413852
964,13,16.235089189485016
965,18,16.073334765773552
966,23,16.169668063247663
967,18,16.51118463624342
968,22,16.585625440194036
969,21,16.856344192026192
970,18,17.063527053950455
971,13,17.110350737015718
972,10,16.90483323592772
973,19,16.559591574131332
974,17,16.681611983503835
975,17,16.697531408170498
976,17,16.71265486160383
977,15,16.7270221423655
978,13,16.640671035247223
979,11,16.45863751924765
980,12,16.185705655206192
981,12,15.97642039628774
982,19,15.77759940031521
983,17,15.93871941837852
984,16,15.991783471301451
985,18,15.992194309657307
986,18,16.092584629937228
987,12,16.187955434203154
988,22,15.978557686334854
989,15,16.27962982585997
990,13,16.21564833456697
991,16,16.054865953601407
992,21,16.052122667842266
993,11,16.299516605975725
994,12,16.03454078759787
995,13,15.832813772059833
996,12,15.691173119219627
997,14,15.506614487100503
998,14,15.431283750824548
